0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
55,2,5,144,243,106,127,247 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
0,0,0,0,0,0,0,0 0
133,410,14,434,261,137,130,251 0
68,5,3,206,301,233,148,257 0
136,456,0,235,306,242,152,259 0
162,12,0,234,301,247,144,258 0
157,476,15,186,303,253,144,260 0
0,0,0,0,0,0,0,0 0
39,12,1,84,106,30,44,40 0
39,12,1,84,111,20,46,39 0
39,13,1,86,110,25,44,40 0
25,13,2,84,105,21,44,39 0
32,74,1,84,106,18,46,38 0
36,14,1,85,107,20,46,40 0
57,0,2,82,98,17,42,38 0
33,72,3,86,108,35,44,40 0
60,0,1,82,104,26,43,38 0
23,12,1,82,106,28,43,38 0
39,11,2,85,106,28,44,40 0
60,0,1,82,105,28,43,38 1
39,12,1,86,106,33,44,40 1
239,476,7,3,467,121,238,209 1
239,476,8,2,434,3,238,209 1
231,477,17,3,435,1,238,208 1
230,476,19,2,436,0,237,209 1
251,418,16,2,430,0,235,207 1
241,448,16,2,430,0,234,206 1
248,412,15,3,431,0,233,207 1
246,412,11,5,456,88,232,207 1
243,444,12,2,434,1,232,207 1
241,443,12,3,434,1,232,206 1
12,2,12,2,364,105,212,221 1
11,2,11,2,362,105,211,220 1
218,476,11,2,362,105,211,221 1
226,476,11,2,362,105,211,220 1
245,461,11,2,454,94,232,204 1
240,444,11,4,427,0,232,206 1
246,446,12,2,427,0,232,207 1
226,476,11,4,447,53,232,206 1
12,2,12,2,361,103,210,219 1
240,445,11,2,427,0,230,205 1
222,444,13,2,362,105,212,219 1
222,427,10,4,429,0,232,204 1
244,427,9,3,427,0,231,204 1
210,422,9,3,358,105,208,216 1
188,400,9,2,360,106,207,216 1
205,428,10,2,354,105,206,218 1
208,474,9,3,353,103,205,216 1
218,476,9,4,354,104,206,219 1
218,476,11,2,354,104,206,219 1
216,473,10,2,353,103,205,217 1
224,408,10,2,351,103,205,217 1
241,404,7,2,425,1,222,203 1
207,464,7,3,421,0,219,203 1
192,448,7,2,338,100,195,220 1
210,408,8,2,424,0,216,204 1
221,409,6,4,425,0,216,206 1
221,411,4,4,427,0,216,204 1
223,412,3,3,430,0,216,205 1
233,423,2,2,431,0,217,205 1
223,412,0,2,430,0,218,206 1
229,412,0,2,430,0,218,203 1
224,412,0,2,430,0,218,206 1
221,410,0,2,430,0,219,207 1
233,419,0,3,430,0,219,206 1
235,419,0,3,430,1,218,204 1
222,412,0,2,430,0,218,205 1
206,465,1,2,431,1,219,206 1
235,419,0,3,432,0,219,206 1
205,448,0,3,431,0,219,206 1
227,412,1,3,433,0,220,206 1
222,408,0,2,430,0,218,206 1
223,412,2,3,430,0,218,206 1
232,419,1,3,431,0,218,202 1
225,431,0,2,432,0,218,203 1
224,412,2,3,430,0,219,193 1
229,418,0,2,428,1,216,204 1
230,419,1,2,423,0,215,202 1
230,419,1,3,416,0,215,204 1
197,404,2,2,414,0,216,206 1
218,477,1,3,417,1,217,206 1
213,448,0,2,420,0,218,206 1
233,420,0,2,423,0,218,206 1
213,448,2,2,422,0,218,207 1
233,419,2,3,424,0,218,206 1
223,412,2,3,425,0,219,205 1
233,419,2,2,425,0,219,206 1
206,476,3,2,344,105,200,221 1
201,427,14,5,347,106,203,220 1
241,455,19,3,433,0,230,207 1
253,426,3,81,442,0,242,212 1
247,420,1,129,452,0,246,212 1
216,430,0,168,446,125,231,205 1
242,454,0,159,444,129,231,207 1
225,424,0,156,444,132,231,208 1
225,452,0,149,441,138,230,206 1
167,3,0,148,438,149,229,209 1
226,456,1,134,435,140,229,208 1
241,431,0,137,432,148,228,208 1
181,2,0,142,432,149,229,199 1
224,437,0,135,431,150,227,206 1
219,426,0,137,431,149,227,208 1
243,427,0,133,435,155,228,207 1
0,0,0,0,0,0,0,0 1
241,429,0,137,436,156,229,208 1
239,432,0,137,438,159,229,208 1
223,462,0,142,440,162,229,206 1
0,0,0,0,0,0,0,0 1
240,432,0,146,439,164,229,207 1
216,434,0,145,442,171,229,209 1
224,452,0,139,443,173,229,207 1
175,2,0,141,443,173,230,198 1
247,426,0,141,444,175,229,209 1
230,477,0,146,444,178,229,210 1
244,465,0,156,449,184,232,209 1
251,428,0,160,450,180,233,203 1
220,437,0,167,450,181,232,197 1
232,441,1,184,446,186,225,206 1
0,0,0,0,0,0,0,0 1
198,432,1,246,393,273,196,229 1
167,442,1,281,337,311,172,240 1
147,431,8,292,300,315,154,239 1
122,430,5,296,287,302,141,240 1
141,1,1,238,308,293,151,240 0
129,1,5,296,293,297,141,239 1
222,401,0,2,435,0,241,204 1
231,407,0,2,398,0,243,191 1
215,474,1,3,372,0,219,206 1
225,405,1,2,391,0,239,187 1
247,476,0,2,403,0,250,206 1
272,412,1,2,408,0,255,207 1
244,467,0,2,408,0,255,206 1
264,409,0,2,428,0,249,206 1
254,412,0,2,435,0,239,202 1
243,431,0,2,429,0,228,203 1
213,430,2,2,429,0,222,203 1
203,401,1,2,433,0,222,204 1
246,429,1,2,452,0,230,201 1
239,418,0,3,451,0,232,200 1
245,412,0,2,451,0,234,202 1
246,412,1,2,451,0,236,204 1
214,410,3,3,430,0,224,202 1
223,442,3,3,428,0,226,203 1
218,410,0,2,428,1,228,192 1
219,408,2,3,422,0,226,205 1
216,410,1,2,421,0,224,205 1
235,412,0,2,424,0,226,203 1
228,423,1,2,422,0,226,206 1
237,429,0,2,422,0,225,194 1
244,402,2,2,420,0,225,205 1
229,431,2,2,412,0,222,204 1
227,433,4,2,403,0,218,200 1
209,408,4,3,400,0,216,203 1
212,408,5,3,403,0,217,206 1
215,402,4,2,410,0,220,205 1
236,398,3,2,415,0,222,205 1
238,398,2,2,419,0,223,206 1
208,476,3,2,423,0,221,206 1
235,431,4,3,420,0,219,204 1
201,402,3,2,422,0,220,206 1
239,431,0,2,422,0,223,205 1
211,450,2,3,420,0,221,206 1
215,450,10,3,411,0,215,206 1
207,402,16,2,403,0,213,205 1
211,432,20,2,395,0,210,193 1
210,433,21,2,397,1,208,204 1
215,424,18,3,386,0,205,205 0
204,400,16,2,384,0,206,189 1
223,428,16,3,384,0,206,208 0
215,469,20,2,446,77,222,204 1
210,98,18,2,442,153,225,205 1
